Strain Amplitude (%),Material,Heat Treatment,Cycle,Relative Cycle,eIP (%),sigmayT (MPa),sigma dot _T (GPa),Wp (kJ/m3),We+ (kJ/m3),sigmaMT (MPa),sigmaMC (MPa)
0.8,0,400,35,0.037593985,0.455694,-43.80004825,16.39927505,0.143670265,0.065071745,274.9267047,-232.2754597
0.8,0,400,52,0.055853921,0.569835,-47.26294611,15.86769163,0.148461067,0.065886242,277.3934952,-235.64122
0.8,0,400,79,0.084854995,0.674152,-32.32975918,15.72278638,0.148993134,0.0670471,279.188209,-237.9757458
0.8,0,400,119,0.127819549,0.674024,-29.94139555,16.1103151,0.146723722,0.068157028,282.8220832,-239.8987814
0.8,0,400,180,0.193340494,0.46731,-26.30343515,16.62911904,0.143423032,0.07119938,287.9262821,-242.3928134
0.8,0,400,272,0.292158969,0.673747,-22.10010586,17.18158884,0.139011046,0.07384199,293.9488066,-246.187986
0.8,0,400,410,0.440386681,0.240512,-18.2749676,17.8871806,0.133199072,0.076166998,298.2540407,-249.9394289
0.8,0,400,465,0.499462943,0.635462,-16.66771845,18.13313388,0.131873118,0.077259432,299.9405052,-251.488969
0.8,0,400,617,0.662728249,0.673142,-15.7772078,18.63678371,0.129244121,0.079567763,300.5573821,-257.1587877
0.8,0,400,931,1,0.669522,-10.32664744,19.84507424,0.127733791,0.072036418,283.0633139,-264.6455435
1,0,400,3,0.006756757,0.410738,-70.19859684,14.05239767,0.198260032,0.060797846,262.2671478,-228.2495755
1,0,400,4,0.009009009,0.421548,-69.28298782,14.15731838,0.206223609,0.062142067,267.325325,-231.8934351
1,0,400,6,0.013513514,0.514641,-68.81678815,13.90948143,0.218654643,0.065896062,274.1636347,-237.1070121
1,0,400,8,0.018018018,0.600314,-70.24110854,13.56108095,0.228301178,0.067956976,278.7252467,-240.3271837
1,0,400,12,0.027027027,0.665221,-72.19271684,13.02975727,0.242748805,0.071427272,284.6740261,-245.2163858
1,0,400,17,0.038288288,0.726566,-60.00615012,12.59551542,0.250392348,0.073001042,288.7269267,-248.8666757
1,0,400,25,0.056306306,0.749431,-61.9081019,12.28384427,0.257950105,0.073851045,292.2218167,-251.9053688
1,0,400,36,0.081081081,0.680471,-61.43975878,12.14527526,0.25829577,0.075516073,293.5886213,-255.0430176
1,0,400,52,0.117117117,0.685058,-48.94810813,12.16762679,0.258269516,0.075813333,294.7746618,-256.8713778
1,0,400,74,0.166666667,0.765309,-46.92862401,12.34684086,0.254154708,0.07641664,296.6798288,-258.2013865
1,0,400,106,0.238738739,0.728264,-44.51260224,12.62956117,0.249097827,0.076423799,299.3134104,-259.4917415
1,0,400,152,0.342342342,0.73235,-40.83158962,12.88751871,0.242959876,0.080045959,301.875901,-261.15327
1,0,400,217,0.488738739,0.765467,-39.04216879,13.38782129,0.23648898,0.082782728,306.8690603,-263.738624
1,0,400,222,0.5,0.805249,-37.73216556,13.47493768,0.235858209,0.082080309,306.9019265,-265.1372231
1,0,400,310,0.698198198,0.645089,-34.83083171,13.8573841,0.229138868,0.084865248,309.5355081,-267.5968282
1,0,400,443,0.997747748,0.639868,-35.23476426,14.81401848,0.221207365,0.080893006,300.3079697,-273.5874048
1.2,0,400,3,0.009966777,0.545268,-86.71887536,11.1749686,0.31144325,0.070751704,285.3602647,-246.1284091
1.2,0,400,4,0.013289037,0.601554,-83.89299327,11.12439253,0.31945708,0.072911881,290.6564163,-249.6884823
1.2,0,400,5,0.016611296,0.61235,-70.64884646,11.00370685,0.331814241,0.074641149,295.5377464,-252.7174691
1.2,0,400,8,0.026578073,0.734453,-71.34428258,10.34233225,0.355508823,0.079844443,304.0218518,-258.406194
1.2,0,400,11,0.03654485,0.808864,-73.337292,10.20322534,0.365665148,0.082936065,308.8594031,-261.7782339
1.2,0,400,15,0.049833887,0.876703,-75.42037079,9.94228542,0.379610337,0.083195327,312.3674442,-264.8947781
1.2,0,400,21,0.069767442,0.901079,-76.7972482,9.67939391,0.401079671,0.072605092,315.2988258,-267.5760468
1.2,0,400,30,0.099667774,0.911322,-63.10777825,9.621828863,0.390462981,0.086130154,315.6910403,-270.5935506
1.2,0,400,41,0.136212625,0.918226,-62.55874973,9.584856356,0.388670974,0.085753027,316.9667243,-271.34066
1.2,0,400,58,0.19269103,0.925164,-60.13907698,9.677167379,0.384364173,0.087611564,318.7638058,-272.8216016
1.2,0,400,80,0.265780731,0.921035,-58.0025307,9.83319893,0.378336908,0.088160564,321.5423208,-274.3143851
1.2,0,400,112,0.372093023,0.919304,-54.69113515,10.18528856,0.369525299,0.090291341,323.9009903,-275.5427018
1.2,0,400,150,0.49833887,0.923829,-50.95738237,10.32377934,0.359793139,0.092704341,327.4754172,-278.1701442
1.2,0,400,155,0.514950166,0.916753,-51.51681731,10.53523359,0.359105085,0.093435297,328.0675068,-278.2358123
1.2,0,400,216,0.717607973,0.917797,-46.83500352,11.13717155,0.347693833,0.09332009,328.1679826,-280.9213871
1.2,0,400,301,1,0.918393,-45.16064595,11.83729497,0.330069989,0.094082986,321.0481951,-285.639444
0.4,0,400,3,0.000368822,0.189238,138.4020947,65.30870573,0.001267807,0.014888875,138.985193,-137.1654178
0.4,0,400,5,0.000614704,0.185499,-60.1626611,62.77834233,0.001873211,0.017942867,151.4507801,-149.1837813
0.4,0,400,9,0.001106467,0.228338,-162.8137484,64.16983718,0.005328619,0.022078284,168.4078586,-163.1036627
0.4,0,400,16,0.001967052,0.276113,29.38074072,57.62097731,0.011004798,0.02920074,190.7308943,-169.4944922
0.4,0,400,28,0.003442341,0.315757,-39.11517555,49.44734346,0.015942319,0.036094771,208.005498,-176.9272693
0.4,0,400,50,0.006147037,0.335374,-53.92260152,42.28326774,0.019233298,0.039246389,217.6758466,-183.676677
0.4,0,400,88,0.010818785,0.326881,-23.2538131,38.54153244,0.020733057,0.03943806,220.2287633,-186.6139663
0.4,0,400,156,0.019178756,0.339141,-34.12152935,35.97925515,0.021145634,0.040163695,222.4343643,-188.7454539
0.4,0,400,274,0.033685763,0.319443,-22.56630211,36.76888058,0.020776432,0.040927049,224.2581358,-190.8914734
0.4,0,400,483,0.059380379,0.335927,-22.71830729,39.18073263,0.019924235,0.041950382,228.364528,-194.539743
0.4,0,400,849,0.10437669,0.3194,-9.557180219,40.37522913,0.019010159,0.042654678,231.4071747,-198.0307032
0.4,0,400,1494,0.183673469,0.319219,-27.06022765,40.99697318,0.019858594,0.045145267,235.6265536,-201.083159
0.4,0,400,2629,0.323211212,0.331073,-27.36536424,40.82241803,0.017266608,0.04511424,237.5000973,-203.9968338
0.4,0,400,4067,0.5,0.345659,-34.7178881,42.04086927,0.016909433,0.045232753,238.8101611,-206.8792647
0.4,0,400,4624,0.568477994,0.341406,-32.91191836,42.34656971,0.016664268,0.045760728,238.379286,-206.6340364
0.4,0,400,8134,1,0.298095,-1.966439829,48.4570852,0.012465892,0.052956405,261.7231977,-206.2187833
0.4,1,300,3,0.00067659,0.129428,33.30845792,59.90063685,0.003453143,0.014780071,135.6682092,-154.1116946
0.4,1,300,5,0.00112765,0.190358,41.65099781,57.85963703,0.005280306,0.016709851,144.5759509,-165.8324459
0.4,1,300,8,0.00180424,0.183616,61.55371825,56.63497109,0.007171404,0.01918734,154.1475804,-174.8471127
0.4,1,300,14,0.00315742,0.27266,22.32332949,52.43594119,0.011012091,0.024261489,170.2793593,-189.6870018
0.4,1,300,24,0.00541272,0.307221,32.97841814,49.42137786,0.01672608,0.028614418,184.0888124,-198.945912
0.4,1,300,40,0.0090212,0.326486,5.438204508,46.62281133,0.020788802,0.031633252,191.9906523,-201.0690348
0.4,1,300,68,0.01533604,0.256987,5.155328965,44.43423646,0.023012922,0.032411765,194.5883469,-202.8999445
0.4,1,300,115,0.025935949,0.333037,4.682148671,43.95368525,0.023619919,0.031928197,193.5154339,-201.2612803
0.4,1,300,194,0.043752819,0.331893,14.33192145,44.87474388,0.024566769,0.032140771,195.4726763,-203.6703913
0.4,1,300,327,0.073748309,0.312624,15.89160016,44.68051006,0.025295248,0.03290127,198.9444472,-205.614085
0.4,1,300,551,0.124267028,0.332961,15.10324707,46.03924341,0.025670904,0.033618959,201.6106179,-209.2561305
0.4,1,300,928,0.209291836,0.176878,-5.318829198,47.08842892,0.026003292,0.034719512,204.5023566,-213.7810406
0.4,1,300,1563,0.352503383,0.139294,-5.816031027,47.15162795,0.025936888,0.035097016,207.4017852,-218.5582501
0.4,1,300,2217,0.5,0.330491,-14.86010227,47.57387028,0.025659802,0.035674955,209.2839603,-221.4199619
0.4,1,300,2632,0.593594948,0.271654,-4.984871275,46.79210222,0.025691067,0.035366051,209.1092915,-223.1267359
0.4,1,300,4434,1,0.327292,-27.44134451,47.27674338,0.025163423,0.035310401,209.7347302,-225.1821151
1.2,1,300,3,0.018987342,0.747809,-116.0020649,9.003229016,0.379196661,0.072056456,288.8473836,-245.883776
1.2,1,300,5,0.03164557,0.458469,-112.3138984,9.596204956,0.391216879,0.077178968,298.1157403,-253.6339
1.2,1,300,7,0.044303797,0.470591,-100.7440421,9.676984016,0.405903348,0.078760818,303.9918633,-258.2159927
1.2,1,300,9,0.056962025,0.584064,-103.4160885,9.640252297,0.418570331,0.080151482,307.4659201,-261.2571441
1.2,1,300,12,0.075949367,0.654926,-104.6845265,9.661225997,0.428929762,0.082690566,310.1307574,-264.8998934
1.2,1,300,16,0.101265823,0.769835,-106.6976628,9.451352533,0.442181348,0.083551401,311.7805559,-267.657007
1.2,1,300,21,0.132911392,0.784082,-94.94649809,9.553842836,0.449940626,0.084930505,312.2149031,-270.7774582
1.2,1,300,28,0.17721519,0.846229,-96.8868226,9.564166717,0.458057933,0.084923564,312.4308151,-273.2271044
1.2,1,300,38,0.240506329,0.848417,-96.56241389,9.776091979,0.45490162,0.086755321,310.5759182,-275.2806115
1.2,1,300,50,0.316455696,0.90055,-96.35659459,9.766080098,0.45931624,0.082521529,310.3866798,-277.5637279
1.2,1,300,67,0.424050633,0.90085,-81.90851222,10.11689547,0.456067147,0.083945807,311.4557867,-279.9171328
1.2,1,300,79,0.5,0.850306,-80.55572791,10.2727039,0.453687754,0.085230381,310.6779267,-281.5626059
1.2,1,300,89,0.563291139,0.796084,-92.52785096,10.17476305,0.450545758,0.084110894,310.4403875,-282.7946381
1.2,1,300,119,0.753164557,0.897517,-90.76414897,10.47146854,0.448356253,0.084864561,312.3580034,-285.8019068
1.2,1,300,158,1,0.849614,-89.26898529,10.80962475,0.441760522,0.08441978,309.6535161,-289.8429579
1,1,300,3,0.011811024,0.602675,-98.34757233,13.20702526,0.237703424,0.063060459,267.02839,-231.7366103
1,1,300,4,0.015748031,0.241728,-95.02587459,13.64145859,0.238882583,0.065414017,271.5077908,-235.4787351
1,1,300,5,0.019685039,0.620904,-97.16001863,13.76733646,0.244439806,0.066487436,275.2567489,-238.320664
1,1,300,7,0.027559055,0.372648,-85.50638373,13.77267077,0.256417012,0.069919623,282.2306598,-242.4742248
1,1,300,10,0.039370079,0.432792,-100.5194793,13.55837998,0.267714038,0.071936708,287.7710186,-246.7216534
1,1,300,14,0.05511811,0.492702,-91.30532856,13.22142147,0.27978895,0.076665797,292.2594105,-250.1757011
1,1,300,20,0.078740157,0.631876,-82.04945879,13.07358939,0.293528622,0.076869471,295.8289049,-254.4026298
1,1,300,27,0.106299213,0.607104,-95.19994363,12.81618518,0.30054491,0.077012982,297.339781,-256.4234851
1,1,300,37,0.145669291,0.61132,-84.52670588,12.5558789,0.303173605,0.078329532,297.8116376,-258.5943132
1,1,300,52,0.204724409,0.700364,-83.77935985,12.60072852,0.302612782,0.07809964,298.3489499,-261.4898295
1,1,300,71,0.279527559,0.69808,-84.05916505,12.83279523,0.296111149,0.079630884,299.9080188,-262.5644541
1,1,300,98,0.385826772,0.697641,-68.17608391,12.93818669,0.297076312,0.078096206,300.7017592,-264.5730814
1,1,300,127,0.5,0.70333,-80.35516277,13.22339288,0.297699751,0.080849618,302.6510448,-267.119021
1,1,300,134,0.527559055,0.661588,-79.97393717,13.22069855,0.293382103,0.087343763,302.7348425,-267.1467138
1,1,300,184,0.724409449,0.700412,-77.15646423,13.30795683,0.2963914,0.081234584,304.9603368,-270.6924715
1,1,300,254,1,0.608602,-76.50262637,13.68008521,0.293305742,0.082653174,305.892901,-272.8650977
0.8,1,300,3,0.005660377,0.414405,-60.60408041,27.80953188,0.084747599,0.046129346,230.2163833,-209.7431302
0.8,1,300,4,0.00754717,0.412173,-53.08386606,27.38269208,0.088062339,0.048761608,236.0548892,-213.8143318
0.8,1,300,6,0.011320755,0.472894,-71.31400214,24.00864593,0.100816114,0.052500794,243.3539208,-219.1540077
0.8,1,300,9,0.016981132,0.475307,-66.51703327,23.29281791,0.119290578,0.05580079,251.8430236,-224.6781824
0.8,1,300,13,0.024528302,0.515509,-60.1404957,21.67273628,0.134814524,0.060116057,259.875375,-230.299102
0.8,1,300,19,0.035849057,0.583997,-67.13490645,19.42258818,0.153439243,0.064203545,268.3220395,-235.5129015
0.8,1,300,27,0.050943396,0.166593,-58.23400807,18.64841596,0.167746665,0.067939484,274.9395404,-239.9581359
0.8,1,300,39,0.073584906,0.629983,-61.91930872,17.84038755,0.176221049,0.069558245,279.5013003,-244.0386883
0.8,1,300,57,0.10754717,0.63427,-63.59058735,17.69789208,0.179032016,0.071898438,283.8084302,-245.8574221
0.8,1,300,83,0.156603774,0.422936,-60.59652783,17.80210761,0.179819029,0.07289585,286.6589907,-248.1641966
0.8,1,300,120,0.226415094,0.635786,-58.10381594,18.22880613,0.178552582,0.074938618,291.8627201,-249.2870139
0.8,1,300,174,0.328301887,0.630684,-53.83840502,18.15825358,0.176571513,0.078763276,295.9831933,-250.756171
0.8,1,300,253,0.477358491,0.163951,-66.15630754,18.48586054,0.176284206,0.080876545,301.0991689,-252.2681261
0.8,1,300,265,0.5,0.197272,-49.84704495,18.64469083,0.175388246,0.079772217,301.2358347,-252.6820796
0.8,1,300,366,0.690566038,0.0132942,-47.33275425,19.03850622,0.172705302,0.081394564,302.6204748,-254.7227155
0.8,1,300,530,1,0.63036,-51.30828986,18.88295641,0.172510429,0.078725508,298.5744485,-258.5382083
0.6,1,300,3,0.003015075,0.298853,-30.05084281,44.43514268,0.024233609,0.031069891,188.6655771,-195.3805906
0.6,1,300,4,0.004020101,0.334311,-20.69266963,43.14383825,0.026149667,0.033147619,195.8147896,-198.760525
0.6,1,300,6,0.006030151,0.359273,-32.56058495,40.66346771,0.031953402,0.036946755,205.8261273,-204.114809
0.6,1,300,10,0.010050251,0.377827,-26.9899191,37.3654022,0.045983986,0.042578485,219.5044732,-208.8443488
0.6,1,300,15,0.015075377,0.41039,-44.29870706,32.9070368,0.059004047,0.046450231,228.5824624,-213.0320369
0.6,1,300,23,0.023115578,0.437813,-37.72543619,29.66048375,0.068534313,0.050483914,236.8810464,-217.4640966
0.6,1,300,36,0.036180905,-0.0165105,-41.62066795,27.35109011,0.075451531,0.053547578,243.9667439,-221.5857577
0.6,1,300,54,0.054271357,0.495071,-53.85754479,26.31649329,0.078512621,0.055372203,248.9453202,-223.6577124
0.6,1,300,82,0.08241206,0.496378,-38.93437546,26.91428063,0.07964599,0.058078769,254.9074828,-225.0765744
0.6,1,300,125,0.125628141,0.493503,-33.23542353,27.98714593,0.079397946,0.061781906,262.5091954,-224.8698813
0.6,1,300,189,0.189949749,0.494447,-27.31205172,29.62969269,0.079613647,0.065319315,271.7651703,-226.048319
0.6,1,300,286,0.287437186,0.491514,-8.887838754,31.29094951,0.078802962,0.068819648,279.568911,-226.7193538
0.6,1,300,434,0.436180905,0.489111,-2.189769752,33.07848093,0.07814045,0.074081244,288.2844696,-226.8352599
0.6,1,300,497,0.499497487,0.491605,-12.9497527,32.55890888,0.077887005,0.076296401,290.832249,-226.9511659
0.6,1,300,657,0.660301508,0.489254,2.688126169,33.31387758,0.076666712,0.077084714,294.2215133,-227.0096571
0.6,1,300,995,1,0.489163,7.130552763,32.58735276,0.074892603,0.071556927,277.6989844,-227.2518756
0.4,1,300,3,0.000754907,0.199356,-5.22353416,59.54793015,0.003968477,0.01995069,157.7472896,-137.4163432
0.4,1,300,5,0.001258178,0.216107,164.8582781,59.04837204,0.005405365,0.021894653,165.0563056,-147.140215
0.4,1,300,8,0.002013085,0.170941,81.31298389,55.93646121,0.007409499,0.025310332,175.0873001,-158.4367854
0.4,1,300,14,0.003522899,0.2702,67.63936303,53.23589551,0.011062285,0.02984461,188.6212216,-174.0449552
0.4,1,300,23,0.00578762,0.263181,77.80465617,51.28005327,0.015102017,0.033656412,198.8441227,-186.7666037
0.4,1,300,39,0.00981379,0.31817,77.39095866,49.03791074,0.019253522,0.036034757,204.9368897,-195.0283123
0.4,1,300,65,0.016356316,0.294752,37.15284488,46.97110423,0.021449724,0.036580375,205.7282797,-196.1909139
0.4,1,300,109,0.027428284,0.230651,44.43593735,46.57116115,0.022599093,0.035765601,204.3784521,-197.0892388
0.4,1,300,182,0.045797685,0.330024,33.84387688,46.31443579,0.023613705,0.035225071,204.0997733,-198.4869531
0.4,1,300,304,0.076497232,0.329723,32.41289395,46.4126016,0.024580889,0.035790524,205.3642691,-200.7491476
0.4,1,300,509,0.128082536,0.289917,32.02058341,46.83619798,0.025219959,0.035124163,205.6386273,-204.4627038
0.4,1,300,851,0.214141922,0.32795,11.03506606,47.20300765,0.025613583,0.035071755,207.2293284,-208.7717828
0.4,1,300,1423,0.358077504,0.32671,11.0698469,48.11693657,0.025830646,0.03508063,208.0930885,-214.2647064
0.4,1,300,1987,0.5,0.325766,10.07362441,48.60630532,0.025259363,0.035494317,209.2344472,-217.3067693
0.4,1,300,2378,0.598389532,0.170174,10.46892336,48.57421861,0.025469654,0.03584686,209.556692,-218.577386
0.4,1,300,3974,1,0.303664,72.54684525,49.21881226,0.025732718,0.02859875,180.970518,-224.4768061
1.2,1,300,3,0.019607843,0.770679,-122.5402066,8.733138835,0.401761084,0.076463735,292.4837351,-249.4810383
1.2,1,300,5,0.032679739,0.337434,-117.5446658,9.521431441,0.404652598,0.08040484,301.7275269,-256.8653545
1.2,1,300,6,0.039215686,0.389891,-117.4447841,9.632840326,0.408625315,0.082252682,304.3973562,-259.1312828
1.2,1,300,9,0.058823529,0.596476,-105.2927594,9.701339747,0.42360668,0.084867345,309.5747982,-263.4630116
1.2,1,300,12,0.078431373,0.563836,-107.7620963,9.627101868,0.437677775,0.084975052,313.0250896,-266.6187615
1.2,1,300,16,0.104575163,0.625854,-94.98161918,9.562906339,0.445708967,0.087360544,315.2848209,-268.8198031
1.2,1,300,21,0.137254902,0.687451,-96.66210976,9.500253204,0.453227533,0.088451726,316.3215487,-270.5524217
1.2,1,300,28,0.183006536,0.693884,-97.47793144,9.513097995,0.459941915,0.089337352,317.9269458,-272.6707147
1.2,1,300,37,0.241830065,0.698113,-96.39600171,9.548929684,0.459875543,0.090106172,318.6924621,-273.8033144
1.2,1,300,49,0.320261438,0.752459,-95.20325438,9.614186142,0.462521435,0.090277008,320.1334554,-274.8958155
1.2,1,300,65,0.424836601,0.752168,-93.09881358,9.740971252,0.457283354,0.091534937,322.1999849,-276.1443362
1.2,1,300,76,0.496732026,0.650392,-92.82031145,9.810648704,0.457260629,0.092972777,323.8994312,-276.9783844
1.2,1,300,87,0.568627451,0.644074,-91.03556484,9.825850357,0.454975616,0.094148866,324.3911843,-277.4081672
1.2,1,300,115,0.751633987,0.596757,-89.06308446,9.914206742,0.450356216,0.094266943,324.8089374,-279.224628
1.2,1,300,153,1,0.695686,-101.7334731,10.1227513,0.445050514,0.09320185,321.2984983,-280.8843403
1.2,1,300,3,0.01863354,0.761395,-119.7643247,8.735796542,0.387449664,0.073312723,289.221424,-246.0197765
1.2,1,300,5,0.031055901,0.333896,-115.8385425,9.444336111,0.394526751,0.078035483,298.5734391,-254.0546572
1.2,1,300,7,0.043478261,0.579448,-103.9020571,9.615083324,0.406924811,0.081178903,304.4283722,-258.2532486
1.2,1,300,9,0.055900621,0.645752,-105.698051,9.588864206,0.417795745,0.082485098,306.9291232,-261.3811722
1.2,1,300,12,0.074534161,0.660787,-107.815931,9.549977279,0.430351874,0.083771943,310.1696347,-264.595341
1.2,1,300,16,0.099378882,0.681353,-96.49651401,9.494727701,0.441921733,0.083870886,311.6202869,-267.2960078
1.2,1,300,21,0.130434783,0.840249,-98.53861362,9.483634386,0.450449151,0.084040947,312.7854997,-269.7465995
1.2,1,300,29,0.180124224,0.851951,-98.49494972,9.611732851,0.454379807,0.082864609,311.4550136,-272.3870029
1.2,1,300,38,0.236024845,0.85546,-85.52965604,9.649714166,0.454379721,0.082926052,311.4763042,-274.7668663
1.2,1,300,51,0.316770186,0.90878,-97.69456503,9.677003977,0.453813339,0.087161498,310.6524637,-276.9598049
1.2,1,300,68,0.422360248,0.863195,-82.55076714,10.12700692,0.450532773,0.084767999,310.8263976,-279.3854973
1.2,1,300,80,0.49689441,0.862389,-82.53777622,10.19103514,0.449440764,0.084010281,310.7044274,-280.7874335
1.2,1,300,91,0.565217391,0.807958,-94.91739616,10.24544259,0.447190992,0.085959675,311.3330433,-282.2265382
1.2,1,300,121,0.751552795,0.85712,-91.92118604,10.48700908,0.443064921,0.083683502,311.6336386,-285.2952809
1.2,1,300,160,0.99378882,0.856204,-75.60351467,11.27240575,0.425433622,0.084848872,302.8452849,-287.6008074
1.2,1,300,3,0.01863354,0.795307,-122.9213148,8.285225951,0.411155982,0.073856302,288.9105486,-247.8070985
1.2,1,300,5,0.031055901,0.149021,-118.9327175,9.002706522,0.41554213,0.078055212,297.5643578,-255.1834134
1.2,1,300,7,0.043478261,0.550365,-105.9359279,9.232655631,0.42190929,0.081281794,302.2827987,-259.1637941
1.2,1,300,9,0.055900621,0.558729,-105.5904758,9.256805567,0.429023308,0.081935519,304.0904388,-261.8538198
1.2,1,300,12,0.074534161,0.668182,-106.8179563,9.340196191,0.437630958,0.083347628,306.2510332,-264.6656648
1.2,1,300,16,0.099378882,0.777211,-106.9465631,9.372300894,0.444012251,0.08388447,308.0015147,-267.0259569
1.2,1,300,21,0.130434783,0.736904,-94.39418144,9.442035262,0.450041643,0.084184441,308.7949473,-268.9789942
1.2,1,300,29,0.180124224,0.79505,-93.53930342,9.552222898,0.451804031,0.084817828,308.9724961,-271.0342024
1.2,1,300,38,0.236024845,0.799298,-92.60654682,9.573614044,0.454330702,0.084614743,309.4979978,-272.8993584
1.2,1,300,51,0.316770186,0.905051,-90.66851368,9.736651869,0.453477158,0.086242969,310.9966244,-274.5198041
1.2,1,300,68,0.422360248,0.80009,-89.52819999,9.90456322,0.451591946,0.086968956,313.0521898,-276.377458
1.2,1,300,80,0.49689441,0.804429,-100.8184487,9.780634353,0.449531571,0.086832446,313.2468862,-277.7485495
1.2,1,300,91,0.565217391,0.809808,-90.71281158,10.04215614,0.448020515,0.086484453,314.2067932,-278.383367
1.2,1,300,121,0.751552795,0.750127,-97.07313269,10.25040156,0.442709856,0.088948689,315.0541691,-280.0548982
1.2,1,300,160,0.99378882,0.691447,-92.98879483,10.48507749,0.428422296,0.098209925,313.7416652,-282.2112057
1,1,300,3,0.015873016,0.6212,-111.805757,12.23907451,0.262484781,0.060745119,270.9359611,-236.1081659
1,1,300,4,0.021164021,0.626464,-109.8580783,13.03535546,0.26086712,0.066256779,275.6972709,-240.0760432
1,1,300,5,0.026455026,0.642781,-109.8805845,13.20660838,0.264120901,0.06751973,280.1363492,-242.6746152
1,1,300,7,0.037037037,0.656986,-95.1894002,13.33554277,0.268981397,0.071505988,284.5786427,-246.8161116
1,1,300,9,0.047619048,0.273685,-99.78637909,13.25154297,0.280794519,0.073475552,288.9180507,-249.4575525
1,1,300,13,0.068783069,0.454073,-100.4708531,13.07371458,0.289703863,0.075517929,293.2360243,-253.1925086
1,1,300,17,0.08994709,0.469871,-89.27884568,12.90192709,0.297695311,0.077130996,295.9871382,-255.6078159
1,1,300,23,0.121693122,0.518565,-89.48711726,12.91227971,0.304322982,0.07760711,298.1931022,-257.6498062
1,1,300,32,0.169312169,0.52845,-89.64644681,12.83732199,0.309916276,0.078304365,299.7542459,-259.8236185
1,1,300,43,0.227513228,0.57436,-89.9225942,12.76018808,0.312056331,0.079591471,301.2914545,-261.7241413
1,1,300,57,0.301587302,0.619636,-87.90775422,12.60153958,0.310755667,0.080293056,302.8000838,-262.7697861
1,1,300,77,0.407407407,0.575275,-87.332596,12.64567931,0.309820339,0.081644254,304.809208,-264.7406854
1,1,300,94,0.497354497,0.573902,-85.5095945,12.69707815,0.308924386,0.08195071,306.447873,-265.3094133
1,1,300,104,0.55026455,0.570822,-84.04955,12.81931877,0.308566256,0.082335877,306.7961831,-266.1778665
1,1,300,140,0.740740741,0.530739,-80.80758673,13.07462246,0.304905104,0.083953421,308.6770577,-267.2595926
1,1,300,189,1,0.442739,-79.20428853,13.2170051,0.300555851,0.084593711,306.3281973,-269.0015004
0.8,1,300,3,0.005076142,0.401726,-63.61923722,27.20595805,0.095652645,0.04730492,234.015079,-204.8699004
0.8,1,300,4,0.00676819,0.443673,-65.26817779,25.75501305,0.093011066,0.04946305,237.3252846,-208.7945167
0.8,1,300,6,0.010152284,0.473032,-70.92184365,23.62834789,0.104148473,0.053346998,244.8319696,-213.3219442
0.8,1,300,9,0.015228426,0.481429,-66.50424886,21.84801075,0.120573668,0.056043184,252.8443201,-218.8668648
0.8,1,300,13,0.021996616,0.516892,-59.93966023,20.1990454,0.136061597,0.058819764,260.7638746,-224.1319476
0.8,1,300,19,0.0321489,0.586786,-82.33610823,18.35753558,0.152763864,0.064555294,268.3209449,-229.0443333
0.8,1,300,28,0.047377327,0.616918,-74.19253848,17.46350129,0.166161685,0.067181637,274.2015259,-234.1350613
0.8,1,300,42,0.07106599,0.634565,-78.87547169,16.87028624,0.176227489,0.068584451,278.1921143,-238.3721389
0.8,1,300,61,0.10321489,0.639052,-65.05322466,16.88024662,0.178059963,0.06999825,280.4859143,-240.9773128
0.8,1,300,89,0.150592217,0.641251,-63.6471485,16.91527985,0.178023928,0.071509965,283.3564266,-242.7933585
0.8,1,300,130,0.219966159,0.174217,-61.48638026,16.95609503,0.177148034,0.073031519,286.9964928,-245.1023828
0.8,1,300,190,0.321489002,0.635524,-58.85438258,17.61828474,0.174987536,0.075410127,290.5832738,-247.4103196
0.8,1,300,277,0.468697124,0.637798,-53.96483337,17.67887126,0.172765896,0.077375123,294.1015453,-249.4790169
0.8,1,300,295,0.499153976,0.640111,-54.95622763,18.31905056,0.171705928,0.077954595,294.8076645,-249.9353845
0.8,1,300,405,0.685279188,0.63355,-51.82218934,18.14190095,0.169597247,0.079252483,297.6803517,-252.2197598
0.8,1,300,591,1,0.638881,-55.57498813,18.31150311,0.169419483,0.07614814,289.215621,-254.6886396
0.6,1,300,3,0.002692998,0.264726,23.86876496,50.61189184,0.017616047,0.033317622,198.8809117,-202.8901451
0.6,1,300,4,0.003590664,0.32486,41.8519985,50.20074619,0.018989101,0.036151862,203.8478177,-206.9403853
0.6,1,300,6,0.005385996,0.333099,10.50010536,46.3460345,0.026340493,0.039250754,212.7150894,-213.1531004
0.6,1,300,10,0.008976661,0.375142,-15.89159528,41.25485422,0.04422504,0.045185051,226.0031144,-216.8440773
0.6,1,300,16,0.014362657,0.415154,-34.53565558,35.05116654,0.060161165,0.049528344,235.5185117,-221.3762384
0.6,1,300,24,0.021543986,0.444121,-39.66339543,32.02501317,0.069871887,0.05194202,242.585475,-225.5092181
0.6,1,300,37,0.033213645,0.460353,-43.95786213,29.38296185,0.076420502,0.055330099,248.9604029,-228.7277093
0.6,1,300,57,0.051166966,0.50045,-44.72828235,28.48639112,0.079075612,0.056259024,252.0163184,-231.6870955
0.6,1,300,88,0.078994614,0.495772,-44.11245422,28.41538097,0.080097864,0.057889748,254.9597373,-234.5720887
